job_title,company,location,job_type,salary,posted_date,description_summary,key_skills,contact_emails,email_apply_required,application_channel,apply_url,source_url,scraped_at,status
Videographer,Martell Ventures,Unknown Location,N/A,N/A,N/A,"Compensation: $5,000/month  Contractor / Part time  About Martell Group  The Martell Group exists to build people, brands, and ventures that create meaningful impact. Across our four companies, we combine audience, operators, and execution to launch scalable products and empower ambitious leaders in Media, B2B SaaS, and AI.  Founded by serial entrepreneur and investor Dan Martell (investor in Udemy, Intercom, and Unbounce), we're building a company that values leadership, growth, and simplicity, and we're looking for people who live those values too.  Our goal is to attract world-class talent and align people where their impact is greatest. When you apply to Martell Group, you'll automatically be considered for all open roles across our companies, not just the one you applied for.  Why you","Shoot video content for the CEO (on-site shoots coordinated as needed) | Edit short-form and long-form content for platforms like Instagram, TikTok, YouTube, and LinkedIn | Add captions, graphics, music, and branding elements to enhance engagement | Turn raw footage into multiple content pieces optimized per platform | Collaborate on content ideas, trends, and formats | Manage and schedule content posting | Maintain consistent brand style and quality across all outputs | Strong videography skills, including framing, lighting, and audio setup",N/A,no,platform,https://ca.indeed.com/viewjob?jk=7b1467e6ffcba85f&q=youtube+video+editing&l=Remote&tk=1jngt6hcskdd9800&from=ja&alid=6591f75a40003a09ac773b0b&g1tAS=true&xpse=SoAV67I3kxsST0S4aR0LbzkdCdPP&xfps=0a958505-04e3-4bb8-915a-6d71dbc74d43&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jngt6hcskdd9800&xkcb=SoDP67M3kwyV5ZePrx0NbzkdCdPP,https://ca.indeed.com/viewjob?jk=7b1467e6ffcba85f,2026-05-01,saved
Social Media Manager / Videographer,Brave Academy Inc,Unknown Location,N/A,N/A,N/A,"Job Title: Content Creator - Content Creator Role: Social Media Growth Operator + Videographer  Location: In Person (Kamloops, BC, Canada) + Travel (US/Canada) -  Visa Requirement: Right to Work in Canada - Do not apply if no Visa, Canadian Passport or legal right to work in Canada  Company: Brave Academy Inc. Online and in-person Coaching and consulting for Contractors across North America  Type: Part-Time → Full-Time (based on experience and fit)  Compensation:  $30,000–$60,000 CAD base salary depending on experience and availability Performance bonus after probation (tied to growth + lead KPIs) Paid Travel opportunities (national + international) Paid vacation up to 2 weeks Great company culture - fun dynamic environment and flexible working hours  About Us  Brave Academy remotely helps","$30,000–$60,000 CAD base salary depending on experience and availability | Performance bonus after probation (tied to growth + lead KPIs) | Paid Travel opportunities (national + international) | Paid vacation up to 2 weeks | Great company culture - fun dynamic environment and flexible working hours | You do not have a valid work permit or Canadian passport allowing the legal right to work in Canada. | You have no portfolio of prior work experience, creating content or short films. | You have no experience of photography or videography",info@wethebrave.ca,yes,email,https://ca.indeed.com/viewjob?jk=f8e637db0c2a29ba&q=youtube+video+editing&l=Remote&tk=1jngt6hcskdd9800&from=ja&alid=6591f75a40003a09ac773b0b&g1tAS=true&xpse=SoAW67I3kxsSGPgcd70LbzkdCdPP&xfps=666ad077-3af1-4c8e-8193-f83bfd1b18e3&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jngt6hcskdd9800&xkcb=SoCS67M3kwyV5ZePrx0DbzkdCdPP,https://ca.indeed.com/viewjob?jk=f8e637db0c2a29ba,2026-05-01,saved
Photographer & Videographer,Look Good Feel Better,"150 Eglinton Avenue East, Toronto, ON",N/A,N/A,N/A,"Eligibility:  This position is funded by the Canada Summer Jobs program. To be eligible, the successful applicant must:  Be between 15 and 30 years of age at the start of the employment; Be a Canadian citizen, permanent resident, or person to whom refugee protection has been conferred under the Immigration and Refugee Protection Act for the duration of the employment. Have a valid Social Insurance Number at the start of employment and be legally entitled to work in Canada in accordance with relevant provincial or territorial legislation and regulations.  We are seeking a talented and ambitious Videographer & Photographer to shoot and edit both instructional and creative content. This role involves capturing and producing high-quality photography and videography of LGFB workshop participant","Be between 15 and 30 years of age at the start of the employment; | Short training videos | Story-driven pieces that highlight the impact of our programs | Inclusive, engaging photos to promote our programs across Canada | Produce, film, and photograph LGFB volunteers and participants in the Greater Toronto Area. | Capture and edit high-quality still photography for digital platforms, marketing materials, and program promotion. | Create compelling photo and video content for social media and digital channels using Adobe Creative Suite. | Assist with outreach and promotional initiatives as needed.",N/A,no,platform,https://ca.indeed.com/viewjob?jk=d7ca9f0f850c4268&q=youtube+video+editing&l=Remote&tk=1jngt6hcskdd9800&from=ja&alid=6591f75a40003a09ac773b0b&g1tAS=true&xpse=SoCt67I3kxsSL5wpaJ0LbzkdCdPP&xfps=a4e0543c-b336-4627-99c3-eb2991d84d4e&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jngt6hcskdd9800&xkcb=SoC767M3kwyV5ZePrx0BbzkdCdPP,https://ca.indeed.com/viewjob?jk=d7ca9f0f850c4268,2026-05-01,saved
"Digital Marketing + SEO Specialist, marcom agency (remote)","KNB Communications, LLC",Unknown Location,N/A,N/A,N/A,"About us  We are KNB Communications, an award-winning marketing and communications agency on a fast-paced journey that is growing and leading healthcare communications. We provide marketing and PR services for top healthcare technology and life sciences companies around the world. Our experts are renowned for moving minds and driving a better healthcare ecosystem for all. You are a technical architect of organic growth. You understand that modern SEO is no longer just about keywords, it’s about authority, intent, and navigating the shift from traditional search engines to AI driven discovery. You combine a data-driven mindset with a high level strategic approach to content planning.  Summary  We are growing and looking for a team member who treats data integrity as non-negotiable and trans","SEO Audit: Auditing client websites for areas of improvement. | Experience: 4+ years of dedicated SEO and digital strategy experience. | Strategic Expertise: Mastery of keyword research, cluster/pillar modeling, and advanced SEO topic planning. | Analytical Mindset: Exceptional data/analytic skills with a must have ability to take decisive action from insights. | Advanced SEO Tools: Mastery of Ahrefs (or similar) and Google Search Console. | Content Systems: Proven experience building SEO led content workflows and detailed, data backed article outlines. | SaaS/Healthcare industry knowledge and/or previous roles with a SaaS/healthcare-focused organization | Website management, page, and landing page creation with a focus on SEO architecture, page speed, and Core Web Vitals",N/A,no,platform,https://ca.indeed.com/viewjob?jk=d4c0e5af6cadcb84&q=social+media+specialist&l=Remote&tk=1jngl8sp1g1qp801&from=ja&alid=658300af059718548496a27b&g1tAS=true&xpse=SoDo67I3kxsvQcyNq50LbzkdCdPP&xfps=670daaec-f9d2-4f64-ba09-1f5e395f1835&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jngl8sp1g1qp801&xkcb=SoB567M3kwisd50p9R0JbzkdCdPP,https://ca.indeed.com/viewjob?jk=d4c0e5af6cadcb84,2026-05-01,saved
Marketing Specialist (Design-Focused),Capital Gear Ltd,"17303 116th Avenue NW, Edmonton, AB T5S 2P7",N/A,N/A,N/A,"Capital Gear is a growing supplier of heavy-duty truck parts specializing in transmissions, differentials, steering, and drivetrain components. We work closely with customers across Canada and internationally, supporting shops, fleets, and industrial operations.  We’re looking for a hands-on Marketing Specialist who can take ownership of our marketing efforts—especially design, print materials, and digital content. Ideal candidates can be located in Edmonton, AB or Toronto, ON  What You’ll Do  Design and produce print materials (brochures, flyers, product sheets, signage) Create digital content for email campaigns, website updates, and promotions Manage and grow social media accounts (LinkedIn, Facebook, Instagram) Support sales team initiatives with product-focused marketing materials Ass","Design and produce print materials (brochures, flyers, product sheets, signage) | Create digital content for email campaigns, website updates, and promotions | Manage and grow social media accounts (LinkedIn, Facebook, Instagram) | Support sales team initiatives with product-focused marketing materials | Assist with trade shows, open houses, and vendor events | Maintain consistent branding across all channels | Help assist Coordinate vendor co-op marketing and sponsorship materials | Organize and maintain a library of marketing assets (photos, templates, etc.)",N/A,no,platform,https://ca.indeed.com/viewjob?jk=86c3738486fd5a5e&q=social+media+specialist&l=Remote&tk=1jngl8sp1g1qp801&from=ja&alid=658300af059718548496a27b&g1tAS=true&xpse=SoCJ67I3kxsuqlxbnZ0LbzkdCdPP&xfps=d7b70526-2700-4d07-a2e6-713c1618a6ea&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jngl8sp1g1qp801&xkcb=SoAe67M3kwisd50p9R0BbzkdCdPP,https://ca.indeed.com/viewjob?jk=86c3738486fd5a5e,2026-05-01,saved
Social Media Content Coordinator,OneUp Holdings,"2220 Midland Avenue, Scarborough, ON M1P 3E6",N/A,N/A,N/A,"About OneUp Holdings: OneUp Holdings is a fast-growing Canadian company operating across e-commerce, manufacturing, logistics, and multiple consumer brands. We build, source, package, and distribute products sold through Amazon, direct-to-consumer channels, and other marketplaces. Our environment is entrepreneurial, fast-paced, hands-on, and focused on people who want to grow with a serious business.  We value speed, accountability, intelligence, discipline, and execution.  Position Overview  We are hiring a Social Media Content Coordinator to create, manage, and grow content across multiple brands. This role is ideal for someone creative, organized, trend-aware, and eager to build a career in digital marketing.  You will be responsible for producing content, coordinating shoots, editing s","Create photo and video content for multiple brands | Film and edit short-form content for TikTok, Instagram Reels, YouTube Shorts, | Create product demos, behind-the-scenes content, lifestyle content, educational content, and trend-based posts | Write captions, hooks, headlines, and post copy | Help develop recurring content series for each brand | Maintain consistent look, tone, and style across different brands | Coordinate content calendars and posting schedules | Organize content files, footage, and creative assets",N/A,no,platform,https://ca.indeed.com/viewjob?jk=367da12a718c3a92&q=youtube+video+editing&tk=1jng87gnag4a0800&from=ja&alid=64e7765355f0fe5ab73306b9&g1tAS=true&xpse=SoAH67I3kxssIoQHTR0LbzkdCdPP&xfps=ea5acb59-dea1-4689-b392-f37924ca15b4&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jng87gnag4a0800&xkcb=SoAQ67M3kwYR8i2mGx0LbzkdCdPP,https://ca.indeed.com/viewjob?jk=367da12a718c3a92,2026-05-01,saved
Social Media Influencer,J Dass,"370 New Enterprise Way, Vaughan, ON",N/A,N/A,N/A,"Job Title: Social Media Influencer  Location: JDass, Vaughan, ON  Job Type: Full-Time | Permanent  Position Summary:  JDass is seeking a highly skilled Social Media Influencer with a proven digital presence of 200,000+ followers and 2–3 years of professional experience in content creation and brand collaboration. The ideal candidate will leverage their established audience and expertise in digital engagement to advertise and promote all JDass brands across major social media platforms, including TikTok, Instagram, YouTube, and X, driving brand awareness, strengthening community relationships, and delivering measurable campaign results.  Key Responsibilities:  Develop and implement content strategies that align with brand objectives and resonate with target audiences.  Partner with marketin","Develop and implement content strategies that align with brand objectives and resonate with target audiences. | Partner with marketing teams to execute sponsored campaigns, product launches, and promotional initiatives. | Maintain brand integrity while ensuring authenticity and consistency in messaging. | Stay informed on emerging trends, platform updates, and competitor activity to optimize content strategies. | Minimum of 200,000 followers across one or more major platforms. | 2–3 years of professional experience in influencer marketing, digital content creation, or brand partnerships. | Excellent proficiency in Social Media Management tools such as Zoho, Buffer, Hootsuite, and others. | Demonstrated ability to deliver measurable results in engagement and conversions.",N/A,no,platform,https://ca.indeed.com/viewjob?jk=250c04f446e9bf60&q=youtube+video+editing&tk=1jng87gnag4a0800&from=ja&alid=64e7765355f0fe5ab73306b9&g1tAS=true&xpse=SoBA67I3kxsrdDR7oJ0LbzkdCdPP&xfps=e3095d08-ecaf-4d17-81b4-c0b72f656241&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jng87gnag4a0800&xkcb=SoAD67M3kwYR8i2mGx0PbzkdCdPP,https://ca.indeed.com/viewjob?jk=250c04f446e9bf60,2026-05-01,saved
Content Creator & Brand Growth Support,TVB,Unknown Location,N/A,N/A,N/A,"We’re looking for a creative, organized, and proactive person to join our team as a Content Creator & Brand Growth Support.  This role starts part-time, with a strong focus on content creation — filming, editing, brainstorming, and helping us build a more consistent and recognizable brand presence online. Over time, the right person may have the opportunity to grow into a larger role within the business based on fit, performance, initiative, and business needs.  This is a great opportunity for someone who enjoys content, understands how social media works, learns new tools quickly, and wants to be part of building something — not just completing isolated tasks.  What You’ll Be Doing  Capture short-form video content, behind-the-scenes footage, and day-in-the-life style content Edit videos","Capture short-form video content, behind-the-scenes footage, and day-in-the-life style content | Help brainstorm, plan, and organize content ideas | Support content days, filming sessions, and brand-related capture opportunities | Help improve consistency across our social and content presence | Assist with content organization, posting flow, and light coordination | Help us get more comfortable and consistent on camera | Notice opportunities to improve visibility, messaging, and brand execution | You must complete a survey on this page to qualify: https://apply.visibilityboosters.com/",N/A,no,platform,https://ca.indeed.com/viewjob?jk=01f7be3f5b8fd6bb&q=youtube+video+editing&tk=1jng87gnag4a0800&from=ja&alid=64e7765355f0fe5ab73306b9&g1tAS=true&xpse=SoB_67I3kxspRjwHTZ0LbzkdCdPP&xfps=69b0f38a-e01d-4a60-96d9-429cd60397e7&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jng87gnag4a0800&xkcb=SoBe67M3kwYR8i2mGx0BbzkdCdPP,https://ca.indeed.com/viewjob?jk=01f7be3f5b8fd6bb,2026-05-01,saved
Social Media Coordinator,Manitoba Blue Cross,"599 Empress St, Winnipeg, MB R3G 3P3",N/A,N/A,N/A,"About Manitoba Blue Cross We’re a Manitoba-based, not-for-profit, health benefits provider with a vision to be the trusted and essential health and wellness partner for all Manitobans. Every dollar made is reinvested in our infrastructure, our people, and our province with the goal of providing better care for our members, expanding our community impact and broadening our health care knowledge. Why work for us? Manitoba Blue Cross, is a Manitoba Top Employer. We are empowered to give back to the community, and we know that caring needs to start in our workplace with our own Manitoba Blue Cross team. We actively foster a culture that focuses on your satisfaction, development, diversity, and growth. Culture of Caring We strive to succeed at reaching our organizational goals, but we always ma","Competitive starting salary. | A comprehensive health benefit package. | Hybrid work environment, flexible work schedules. | Fully equipped onsite fitness center. | Casual dress code to promote diversity and inclusivity. | Personal and professional development. | Create and publish engaging content across all social media channels (Instagram, Facebook, TikTok, LinkedIn, YouTube) | Monitor trends, audio, formats, cultural moments – know when and how to act on them",N/A,no,platform,https://ca.indeed.com/viewjob?jk=c49281e5af960320&q=youtube+video+editing&tk=1jng87gnag4a0800&from=ja&alid=64e7765355f0fe5ab73306b9&g1tAS=true&xpse=SoDh67I3kxso1F2Tax0LbzkdCdPP&xfps=3bef7d71-15f2-4e33-9441-729d846bcad4&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jng87gnag4a0800&xkcb=SoDe67M3kwYR8i2mGx0bbzkdCdPP,https://ca.indeed.com/viewjob?jk=c49281e5af960320,2026-05-01,saved
Videographer & Editor,Prolex Media,"93 Lombard Avenue, Winnipeg, MB R3B 3B1",N/A,N/A,N/A,"As our client roster continues to grow, we're expanding our creative collective. This role is part of our next stage of growth and is an opportunity to shape high-impact work alongside a team that's scaling with intention.  Who is Prolex Media?  Prolex Media is a creative collective that pushes creative boundaries to produce bold, high-quality video content that gets real results. We specialize in scroll-stopping video ads and short-form content that create meaningful connections between brands and their audience.  What’s the Job?  We’re looking for a Videographer & Editor who thrives in fast-paced, high-energy environments and loves crafting engaging video content.  This role involves attending monthly recurring shoots with our social media clients, working alongside a Creative Director,","Work closely with the Creative Director, Social Media Manager, and Project Coordinators to develop content ideas. | Bring your own creative vision while staying open to collaboration and feedback. | Keep up with social media trends and industry best practices to create content that performs. | Shoot and edit high-quality short-form content (Reels, TikToks, YouTube Shorts) for our clients. | Capture engaging behind-the-scenes, product shots, brand storytelling, and dynamic visuals. | Ensure every shoot is organized, efficient, and delivers high-value content. | Edit, colour grade, and finalize content for a polished and professional finish. | Maintain efficient turnaround times without compromising quality.",N/A,no,platform,https://ca.indeed.com/viewjob?jk=dccc9ecde771d8dc&q=youtube+video+editing&tk=1jng87gnag4a0800&from=ja&advn=8899368694336295&adid=460980705&ad=-6NYlbfkN0C1kMfSjRVi_Nc-XnEUmgpL4UXy-roX60FqI_OeLCmk3Q657tAVwEPXh8YRFgvLXJDi89nMRY18w_LJ7Zr6VH3jvT3RYti1zj16O1qgMhJR7JhDUx-PWJvihWP0as_yHInU_Xop1Ev2Ko4uJye7NTYOdYIhGt-FS64qscDHVK_XAqYgA4vzg91WUlXUC1cl_onFwo546bE5pKhUDr8QAJNPrwRH5gmzzTNFuAuRU5H3Uy6kCRqXJzOo22gFlrHXoUCY_1S0uK76grZKQWCtv5ghs_TjTrM3CQBSdkioOiz14QUXMeV0mJarnTm2vJAZflQACzpyHp8YPimt7C5ihD3DdQgAe2zdoCXd0GITME8-69HYkrdOQ6p2AER8VvFItTTxJKoai3-co-A_uOJA61EcTwnI2ScSBD5SaQaHd2VK_FFuolkFsqGM5vejdg8InXG24hlyIOgFhxk5iR0SoY3Q50mg9OQfctoTriuokeZve0wFWbGEDNOH6Uk_YtP6eaCa1UW6LdLRDs4cU6ViYf2afadESQLTxvZJlrW9PsYfX4FhRW_6HCedWoipj222Aso%3D&alid=64e7765355f0fe5ab73306b9&pub=4a1b367933fd867b19b072952f68dceb&camk=C3EPSzFlQw8LhAuYWoVdHA%3D%3D&xkcb=SoCl6_M3kwYR81U53J0ObzkdCdPP&xpse=SoA66_I3kxsnxZRUKp0NbzkdCdPP&xfps=cfdea1c2-6e21-4357-ac9c-8293611dfce5&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails,https://ca.indeed.com/viewjob?jk=dccc9ecde771d8dc,2026-05-01,saved
Content Creation Specialist,The Credit Counselling Society,"625 Agnes St, New Westminster, BC V3M 5Y4",N/A,N/A,N/A,"What This Role Involves:  The Content Creation Specialist is the ‘face’ of CCS, creating and appearing in videos and social media content that represents the meaningful work our organization does in a way that resonates with Canadians. Your role will be to use your graphic design, video editing, and content creation skills to create engaging content that draws consumer attention and supports awareness of the organization and its impact. Your role is a key component of our overall marketing and awareness strategy, working collaboratively with other members of the Marketing & Community Engagement team.   What We Have To Offer:  The starting salary range for this role is $60,840 - $68,848, subject to change based on previous education, experience, and market location.   In addition, we offer","A $1,000 annual bonus upon the organization achieving our Client Satisfaction goals. | Educational reimbursements (up to $2,500/year). | Employee and family assistance program that offers counselling support as well as a wide variety of support resources. | Excellent oral and exceptional written communication skills. | Strong interpersonal skills and attention to detail. | Well-organized and self-motivated. | Ability to maintain confidentiality.",N/A,no,platform,https://ca.indeed.com/viewjob?jk=88c58b9e0fb5fa51&q=youtube+video+editing&tk=1jng87gnag4a0800&from=ja&advn=8228926605271891&adid=460873846&ad=-6NYlbfkN0BR38-ElpqI1W914yxmZERYiZLmTtDk3r1qjnQhUc_SxpKL6hPtKzNEdwDeYjKXQV7gqi_nflgmHivODQBS7a28dKzh2uKXq_CkqfHNfBy-vTnxh764qg2yew8ZBv44JKOE8lo0lZsieTk_1eeWz_JqbFG8E3ExpaTBEWFGCsehU6TTnwkVoBnCw2_JDXnUiwOl_OWkJ0Ngz0gOGGoZIu4GLtzGcnIRKdCm_nUd4gGVPCVcsOo1sohtHptALK2qbCEzLVYKewh3g_niBmDms2YEdRjfeC0a0e7mxMFihi-9T3H4PCGQWjS4-AAlZyzD12woV6e08lNNjcnOIdbGJS_rMOVzSmPjU1kMNoYEHdLoE_eWFEDkwsOQN6xY4sZzZTWES_QJIAvXHRMfCGbedcUUZhFHrG-_iW76xvqBOsvnib132IAzO-e6zEavRIwCUKkEEss36LL7mkB6aib9N622vvdortm7vRNRa1YOg0GjEdoirhkddmgV34QjdR35VTUSj2hHOHyaRtUOtOXTAnrJbKoUXmLomisxeGQTCG9DancNXk4-8-CP&sjdu=hV5jZuTRwEObOLjoz7rfJZpLVhMyZ4Ldr-fwk8yYhN53CsDfm49SoBpUOG4MrtusnF-HtxjpULUczfLe3srUK6xGExVXetkyXWw2vW9BGcuF4CjcSDjTEQXjsrZgPGSK&acatk=1jnhia3dih77j802&alid=64e7765355f0fe5ab73306b9&pub=4a1b367933fd867b19b072952f68dceb&camk=C3EPSzFlQw9AsjuXOxZw6w%3D%3D&xkcb=SoA46_M3kwYR81U53J0NbzkdCdPP&xpse=SoDV6_I3kxsntsTbwx0PbzkdCdPP&xfps=2ce2d5af-9eb1-4cfa-a2ed-06d056e6fe50&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails,https://ca.indeed.com/viewjob?jk=88c58b9e0fb5fa51,2026-05-01,saved
Junior Web Designer & Content Creator,Designfusion,"305 Milner Avenue, Scarborough, ON M1B 3V4",N/A,N/A,N/A,"About the Role:  Designfusion is looking for a creative and detail-oriented Junior Web Designer & Content Creator to join our growing team. This role is ideal for someone passionate about building compelling digital experiences and producing content that elevates our brand across web and social channels.  This position reports directly to the Director of Marketing. You will collaborate closely with our marketing team to design, build, and maintain web assets and develop content that drives engagement and supports our B2B marketing strategy.  Responsibilities:  Design, build, and maintain website pages and landing pages, ensuring a consistent, on-brand visual identity and strong user experience. Create and publish engaging content across web and social media channels, including blog posts,","Optimize website content and structure for SEO, tracking keyword performance and implementing on-page improvements. | Maintain a content calendar, managing multiple projects and deadlines across web, email, and social channels. | Assist in managing marketing platforms such as the CMS, CRM (Odoo), email marketing tools, and analytics dashboards. | Strong eye for design with experience creating web pages and digital content that is visually compelling and on-brand. | Proficiency in web design tools such as Figma, Adobe XD, or similar; familiarity with HTML/CSS is a strong asset. | Excellent written communication skills with the ability to craft clear, engaging copy for a B2B audience. | Understanding of SEO principles and content best practices for the web. | Highly organized with strong time-management skills to manage multiple projects and competing deadlines.",N/A,no,platform,https://ca.indeed.com/viewjob?jk=62db61d8f9a16a86&q=web+designer&l=North+York%2C+ON&tk=1jnfi4b18g9sp800&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoDT67I3kxsmKPxbnZ0LbzkdCdPP&xfps=8921e8ae-93ce-4e45-91da-ed2b0bd2df53&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnfi4b18g9sp800&xkcb=SoAj67M3kvserwUZch0JbzkdCdPP,https://ca.indeed.com/viewjob?jk=62db61d8f9a16a86,2026-05-01,saved
Associate Software Engineer,Xtract One Technologies,"55 York Street, Toronto, ON M5J 1R7",N/A,N/A,N/A,"Xtract One is a technology company dedicated to making the world safer through intelligent, frictionless security solutions. We design and deliver advanced threat detection screening systems that help organizations protect people, property, and public spaces—without slowing them down.   Our solutions combine cutting-edge hardware, AI-powered analytics, and real-time insights to detect weapons and potential threats in high-traffic environments such as stadiums, arenas, corporate offices, government buildings, and entertainment venues. Xtract One enables safer, more welcoming experiences while maintaining the highest standards of security.   With teams across North America, Xtract One brings together engineers, technologists, and business professionals who are passionate about innovation, co","Demonstrate learnings towards writing clean, maintainable, and efficient code adhering to best practices. | Analyze and troubleshoot defects and issues in both software, providing effective solutions. | Collaborate with team members to identify and implement successful problem-solving strategies. | Document code consistently throughout the development process. | Contribute to the creation of technical documentation to facilitate system maintenance and future development. | Actively participate in code reviews to build understanding of code quality and coding standards. | Bachelor’s degree in Computer Science, Software Engineering, or a related field. | Knowledge of programming languages such as Python, Java, C++, or similar.",hr@xtractone.com,yes,email,https://ca.indeed.com/viewjob?jk=064c5fbcc337acc5&q=web+designer&l=North+York%2C+ON&tk=1jnfi4b18g9sp800&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoCg67I3kxslTox7hh0LbzkdCdPP&xfps=def33268-d95a-4672-9a6e-30a00f5a6bd8&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnfi4b18g9sp800&xkcb=SoAZ67M3kvserwUZch0PbzkdCdPP,https://ca.indeed.com/viewjob?jk=064c5fbcc337acc5,2026-05-01,saved
Graphic Design Intern (Website Revamp),Mr. Lawnmower Landscaping Services Ltd.,"8871 Sheppard Avenue East, Scarborough, ON",N/A,N/A,N/A,"Here We Grow Again. Hiring Immediately — Graphic Design Intern (Website Revamp)  Who We Are: We began with a single vision shared between 2 friends. Originally, we opened our doors in 2004. As time passed, we have now become a recognized brand built on the principles of excellent workmanship, customer satisfaction, and real care. Simply put, we seek and hire based on character and values first - experience and competence second. We are fully committed to investing in our company vision and values. We want passionate team players who are looking to grow in an environment where people always come first—job second.  Right Stuff: In order to give the customers the most pleasurable experience and have a professional workplace, we need to have the right people. We are dedicated to growth but we","Respect people: you respect your teammates and are dedicated to putting them first. | Trust: you honor your commitments and are dedicated to honesty and integrity. | Be passionate and Determined: always continue to do your best and continue to be passionate about your craft. | Be Humble: humility and humbleness make you able to grow both personally and professionally by learning from others. | Create detailed, responsive web design mockups in Figma (desktop, tablet, and mobile views) | Develop and present multiple design concepts and iterate based on feedback | Build and maintain a consistent design system including typography, colour palette, iconography, and component library | Design supporting visual assets including banners, landing pages, service pages, and CTAs optimized for conversions",careers@mrlawnmower.ca,yes,email,https://ca.indeed.com/viewjob?jk=b995c471a07c6dc4&q=web+designer&l=North+York%2C+ON&tk=1jnfi4b18g9sp800&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoD167I3kxskmug8GL0LbzkdCdPP&xfps=53722933-02e3-4096-9073-f519cb600a2f&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnfi4b18g9sp800&xkcb=SoBP67M3kvserw0Zch0LbzkdCdPP,https://ca.indeed.com/viewjob?jk=b995c471a07c6dc4,2026-05-01,saved
Graphic Designer and web developer,Blue & Green Inc,"4665 Yonge Street, North York, ON M2N 0B4",N/A,N/A,N/A,"Job Overview We are seeking a talented and creative Graphic Designer to join our dynamic team. The ideal candidate will be responsible for developing visually compelling designs that align with our brand identity and marketing goals. This role offers an exciting opportunity to work on a variety of projects, including UI design, motion graphics, logo creation, and digital content development. The successful applicant will demonstrate strong skills in visual design, typography, and digital tools, contributing to the overall aesthetic and user experience of our brand.  Duties  Create engaging visual content for digital platforms, including websites, social media, and marketing campaigns Design user interfaces (UI) with a focus on usability and aesthetic appeal using tools like Figma and InVis","Create engaging visual content for digital platforms, including websites, social media, and marketing campaigns | Design user interfaces (UI) with a focus on usability and aesthetic appeal using tools like Figma and InVision | Develop motion graphics and animations using Adobe After Effects and other relevant software | Design logos, branding materials, and marketing collateral that effectively communicate brand messages | Collaborate with marketing teams to produce compelling presentations and visual assets | Maintain consistency across all visual content by adhering to brand guidelines | Utilize HTML, CSS, JavaScript, WordPress, and CorelDRAW when necessary to enhance digital design projects | Conduct research on current design trends to ensure innovative and modern outputs",N/A,no,platform,https://ca.indeed.com/viewjob?jk=26a59262266864d6&q=web+designer&l=North+York%2C+ON&tk=1jnfi4b18g9sp800&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoDr67I3kxskZGyNq50LbzkdCdPP&xfps=f1f6bdae-ffcc-4eee-9cc5-c9676530a154&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnfi4b18g9sp800&xkcb=SoBm67M3kvserw0Zch0JbzkdCdPP,https://ca.indeed.com/viewjob?jk=26a59262266864d6,2026-05-01,saved
